site,site_name,plot,year,survey_round,survey_date,treat_cont,start,point,minute,species,distance,how,sex,visual,migrating,cluster_size,cluster_code
1a,cannibal,1a7,2015,2,6/25/15,t,,7,5,cora,59,c,,,,,
1a,cannibal,1a7,2015,2,6/25/15,t,,7,6,deju,22,s,,,,,
1a,cannibal,1a7,2015,2,6/25/15,t,,7,6,pisi,19,cf,,,,,
1a,cannibal,1a8,2015,2,6/25/15,t,8:41,8,1,heth,45,,,,,,
1a,cannibal,1a8,2015,2,6/25/15,t,,8,1,rcki,37,s,,,,,
1a,cannibal,1a8,2015,2,6/25/15,t,,8,1,chsp,26,s,,,,,
1a,cannibal,1a8,2015,2,6/25/15,t,,8,1,chsp,19,s,,,,,
1a,cannibal,1a8,2015,2,6/25/15,t,,8,1,deju,23,s,,,,,
1a,cannibal,1a8,2015,2,6/25/15,t,,8,1,pisi,26,cf,,,,,
1a,cannibal,1a8,2015,2,6/25/15,t,,8,1,pisi,29,cf,,,,,
1a,cannibal,1a8,2015,2,6/25/15,t,,8,2,cora,47,c,,,,,
1a,cannibal,1a8,2015,2,6/25/15,t,,8,2,rcki,49,s,,,,,
1a,cannibal,1a8,2015,2,6/25/15,t,,8,3,yrwa,27,s,,,,,
1a,cannibal,1a8,2015,2,6/25/15,t,,8,3,heth,60,s,,,,,
1a,cannibal,1a8,2015,2,6/25/15,t,,8,3,pigr,34,s,,,,,
1a,cannibal,1a8,2015,2,6/25/15,t,,8,4,rcki,26,s,,,,,
1a,cannibal,1a8,2015,2,6/25/15,t,,8,4,osfl,32,s,,,,,
1a,cannibal,1a8,2015,2,6/25/15,t,,8,5,lisp,26,s,,,,,
1a,cannibal,1a8,2015,2,6/25/15,t,,8,5,wcsp,25,s,,,,,
1a,cannibal,1a8,2015,2,6/25/15,t,,8,6,unwo,32,d,,,,,
1a,cannibal,1a8,2015,2,6/25/15,t,,8,6,pisi,36,cf,,,,,
1a,cannibal,1a8,2015,2,6/25/15,t,,8,6,resq,25,c,,,,,
1a,cannibal,1a8,2015,2,6/25/15,t,,8,6,unwo,37,c,,,,,
1a,cannibal,1a9,2015,2,6/25/15,t,8:57,9,1,attw,26,cd,,y,,,
1a,cannibal,1a9,2015,2,6/25/15,t,,9,1,mobl,34,s,m,,,,
1a,cannibal,1a9,2015,2,6/25/15,t,,9,1,mobl,32,s,f,,,,
1a,cannibal,1a9,2015,2,6/25/15,t,,9,1,heth,26,s,,,,,
1a,cannibal,1a9,2015,2,6/25/15,t,,9,1,wcsp,21,s,,,,,
1a,cannibal,1a9,2015,2,6/25/15,t,,9,2,chsp,19,s,,,,,
1a,cannibal,1a9,2015,2,6/25/15,t,,9,2,resq,2,c,,y,,,
1a,cannibal,1a9,2015,2,6/25/15,t,,9,3,rcki,22,s,,,,,
1a,cannibal,1a9,2015,2,6/25/15,t,,9,3,yrwa,21,s,,,,,
1a,cannibal,1a9,2015,2,6/25/15,t,,9,3,rcki,34,s,,,,,
1a,cannibal,1a9,2015,2,6/25/15,t,,9,4,lisp,47,s,,,,,
1a,cannibal,1a9,2015,2,6/25/15,t,,9,4,wewp,33,s,,,,,
1a,cannibal,1a9,2015,2,6/25/15,t,,9,4,moch,26,c,,,,,
1a,cannibal,1a9,2015,2,6/25/15,t,,9,4,osfl,17,s,,,,,
1a,cannibal,1a9,2015,2,6/25/15,t,,9,5,pigr,19,c,,,,,
1a,cannibal,1a9,2015,2,6/25/15,t,,9,5,pigr,24,c,,,,,
1a,cannibal,1a9,2015,2,6/25/15,t,,9,6,rcki,12,s,,,,,
1a,cannibal,1a9,2015,2,6/25/15,t,,9,6,amro,29,,,,,,
1a,cannibal,1a1,2015,3,7/5/15,t,6:05,1,1,rcki,9,s,,,,,
1a,cannibal,1a1,2015,3,7/5/15,t,,1,1,wcsp,19,s,,,,,
1a,cannibal,1a1,2015,3,7/5/15,t,,1,1,lisp,18,s,,,,,
1a,cannibal,1a1,2015,3,7/5/15,t,,1,1,pisi,27,cf,,,,,
1a,cannibal,1a1,2015,3,7/5/15,t,,1,1,rcki,35,s,,,,,
1a,cannibal,1a1,2015,3,7/5/15,t,,1,1,hawo,45,d,,,,,
1a,cannibal,1a1,2015,3,7/5/15,t,,1,2,pigr,19,c,,,,,
1a,cannibal,1a1,2015,3,7/5/15,t,,1,2,graj,26,s,,,,,
1a,cannibal,1a1,2015,3,7/5/15,t,,1,3,moch,11,c,,,,,
1a,cannibal,1a1,2015,3,7/5/15,t,,1,3,wcsp,37,s,,,,,
1a,cannibal,1a1,2015,3,7/5/15,t,,1,3,moch,22,c,,,,,
1a,cannibal,1a1,2015,3,7/5/15,t,,1,4,moch,15,c,,,,,
1a,cannibal,1a1,2015,3,7/5/15,t,,1,4,yrwa,8,s,,,,,
1a,cannibal,1a1,2015,3,7/5/15,t,,1,4,yrwa,24,s,,,,,
1a,cannibal,1a1,2015,3,7/5/15,t,,1,4,yrwa,32,s,,,,,
1a,cannibal,1a1,2015,3,7/5/15,t,,1,5,lisp,16,s,,,,,
1a,cannibal,1a1,2015,3,7/5/15,t,,1,5,attw,55,c,,,,,
1a,cannibal,1a1,2015,3,7/5/15,t,,1,6,heth,72,s,,,,,
1a,cannibal,1a1,2015,3,7/5/15,t,,1,6,attw,8,c,,,,,
1a,cannibal,1a1,2015,3,7/5/15,t,,1,6,moch,35,c,,,,,
1a,cannibal,1a2,2015,3,7/5/15,t,6:27,2,1,yrwa,25,s,,,,,
1a,cannibal,1a2,2015,3,7/5/15,t,,2,1,rcki,9,s,,,,,
1a,cannibal,1a2,2015,3,7/5/15,t,,2,1,deju,24,s,,,,,
1a,cannibal,1a2,2015,3,7/5/15,t,,2,1,rcki,8,s,,,,,
1a,cannibal,1a2,2015,3,7/5/15,t,,2,1,yrwa,25,s,,,,,
1a,cannibal,1a2,2015,3,7/5/15,t,,2,1,moch,38,s,,,,,
1a,cannibal,1a2,2015,3,7/5/15,t,,2,2,yrwa,25,s,,,,,
1a,cannibal,1a2,2015,3,7/5/15,t,,2,2,attw,8,d,,,,,
1a,cannibal,1a2,2015,3,7/5/15,t,,2,3,attw,15,d,,,,,
1a,cannibal,1a2,2015,3,7/5/15,t,,2,4,rcki,58,s,,,,,
1a,cannibal,1a2,2015,3,7/5/15,t,,2,5,nobi,,,,,,,
1a,cannibal,1a2,2015,3,7/5/15,t,,2,6,heth,75,s,,,,,
1a,cannibal,1a3,2015,3,7/5/15,t,6:55,3,1,rcki,5,s,,,,,
1a,cannibal,1a3,2015,3,7/5/15,t,,3,1,graj,43,s,,,,,
1a,cannibal,1a3,2015,3,7/5/15,t,,3,1,pigr,18,s,,,,,
1a,cannibal,1a3,2015,3,7/5/15,t,,3,1,rcki,43,s,,,,,
1a,cannibal,1a3,2015,3,7/5/15,t,,3,2,attw,21,d,,,,,
1a,cannibal,1a3,2015,3,7/5/15,t,,3,2,attw,28,d,,,,,
1a,cannibal,1a3,2015,3,7/5/15,t,,3,3,nobi,,,,,,,
1a,cannibal,1a3,2015,3,7/5/15,t,,3,4,attw,31,d,,,,,
1a,cannibal,1a3,2015,3,7/5/15,t,,3,5,nobi,,,,,,,
1a,cannibal,1a3,2015,3,7/5/15,t,,3,6,nobi,,,,,,,
1a,cannibal,1a4,2015,3,7/5/15,t,7:17,4,1,heth,75,s,,,,,
1a,cannibal,1a4,2015,3,7/5/15,t,,4,1,rcki,58,s,,,,,
1a,cannibal,1a4,2015,3,7/5/15,t,,4,1,rcki,43,s,,,,,
1a,cannibal,1a4,2015,3,7/5/15,t,,4,1,yrwa,23,s,,,,,
1a,cannibal,1a4,2015,3,7/5/15,t,,4,2,yrwa,5,c,,,,,
1a,cannibal,1a4,2015,3,7/5/15,t,,4,2,moch,43,c,,,,,
1a,cannibal,1a4,2015,3,7/5/15,t,,4,3,nobi,,,,,,,
1a,cannibal,1a4,2015,3,7/5/15,t,,4,4,pisi,34,cf,,,,,
1a,cannibal,1a4,2015,3,7/5/15,t,,4,5,attw,8,c,,,,,
1a,cannibal,1a4,2015,3,7/5/15,t,,4,6,rcki,10,s,,,,,
1a,cannibal,1a5,2015,3,7/5/15,t,7:35,5,1,rcki,45,s,,,,,
1a,cannibal,1a5,2015,3,7/5/15,t,,5,2,attw,53,,,,,,
1a,cannibal,1a5,2015,3,7/5/15,t,,5,3,resq,78,c,,,,,
1a,cannibal,1a5,2015,3,7/5/15,t,,5,4,attw,31,c,,,,,
1a,cannibal,1a5,2015,3,7/5/15,t,,5,4,pigr,25,c,,,,,
1a,cannibal,1a5,2015,3,7/5/15,t,,5,5,resq,11,c,,,,,
1a,cannibal,1a5,2015,3,7/5/15,t,,5,6,nobi,,,,,,,
1a,cannibal,1a6,2015,3,7/5/15,t,7:59,6,1,rcki,35,s,,,,,
1a,cannibal,1a6,2015,3,7/5/15,t,,6,1,rcki,67,s,,,,,
1a,cannibal,1a6,2015,3,7/5/15,t,,6,1,yrwa,24,s,,,,,
1a,cannibal,1a6,2015,3,7/5/15,t,,6,1,cora,45,c,,,,,
1a,cannibal,1a6,2015,3,7/5/15,t,,6,1,deju,35,s,,,,,
1a,cannibal,1a6,2015,3,7/5/15,t,,6,1,pigr,23,s,,,,,
1a,cannibal,1a6,2015,3,7/5/15,t,,6,1,pisi,35,cf,,,,,
1a,cannibal,1a6,2015,3,7/5/15,t,,6,1,deju,25,s,,,,,
1a,cannibal,1a6,2015,3,7/5/15,t,,6,2,toso,5,cs,,,,,
1a,cannibal,1a6,2015,3,7/5/15,t,,6,2,chsp,24,s,,,,,
1a,cannibal,1a6,2015,3,7/5/15,t,,6,3,chsp,8,s,,,,,
1a,cannibal,1a6,2015,3,7/5/15,t,,6,4,nobi,,,,,,,
1a,cannibal,1a6,2015,3,7/5/15,t,,6,5,yrwa,22,s,,,,,
1a,cannibal,1a6,2015,3,7/5/15,t,,6,5,cora,47,c,,,,,
1a,cannibal,1a6,2015,3,7/5/15,t,,6,6,,,,,,,,
1a,cannibal,1a7,2015,3,7/5/15,t,8:15,7,1,rcki,25,s,,,,,
1a,cannibal,1a7,2015,3,7/5/15,t,,7,1,heth,75,s,,,,,
1a,cannibal,1a7,2015,3,7/5/15,t,,7,1,heth,56,s,,,,,
1a,cannibal,1a7,2015,3,7/5/15,t,,7,1,pisi,25,cf,,,,,
1a,cannibal,1a7,2015,3,7/5/15,t,,7,2,deju,25,s,,,,,
1a,cannibal,1a7,2015,3,7/5/15,t,,7,2,graj,21,s,,,,,
1a,cannibal,1a7,2015,3,7/5/15,t,,7,2,pisi,34,c,,,,,
1a,cannibal,1a7,2015,3,7/5/15,t,,7,2,pigr,45,s,,,,,
1a,cannibal,1a7,2015,3,7/5/15,t,,7,3,deju,21,s,,,,,
1a,cannibal,1a7,2015,3,7/5/15,t,,7,3,pigr,22,s,,,,,
1a,cannibal,1a7,2015,3,7/5/15,t,,7,3,rcki,15,s,,,,,
1a,cannibal,1a7,2015,3,7/5/15,t,,7,3,wcsp,41,s,,,,,
1a,cannibal,1a7,2015,3,7/5/15,t,,7,4,wewp,58,s,,,,,
1a,cannibal,1a7,2015,3,7/5/15,t,,7,5,wcsp,67,s,,,,,
1a,cannibal,1a7,2015,3,7/5/15,t,,7,5,osfl,28,s,,,,,
1a,cannibal,1a7,2015,3,7/5/15,t,,7,6,chsp,44,s,,,,,
1a,cannibal,1a8,2015,3,7/5/15,t,8:33,8,1,wewp,25,s,,,,,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,1,rcki,23,s,,,,,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,1,rcki,45,s,,,,,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,1,yrwa,23,s,,,,,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,1,osfl,15,c ,,,,,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,1,cofl,25,s,,,,,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,1,chsp,18,,,,,,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,1,pisi,9,cf,,,,,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,2,cora,75,cf,,,,,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,2,rcki,25,s,,,,,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,2,yrwa,18,s,,,,,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,2,osfl,43,s,,,,,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,3,lisp,45,s,,,,,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,3,pigr,22,s,,,,,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,3,pisi,15,s,,,,3,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,3,cora,43,c,,,,2,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,4,yrwa,53,s,,,,,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,4,chsp,43,s,,,,,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,5,deju,38,s,,,,,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,5,attw,26,c,,,,,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,6,wewp,10,s,,,,,
1a,cannibal,1a8,2015,3,7/5/15,t,,8,6,heth,73,s,,,,,
1a,cannibal,1a9,2015,3,7/5/15,t,8:58,9,1,wewp,24,s,,,,,
1a,cannibal,1a9,2015,3,7/5/15,t,,9,1,cora,46,c,,,,,
1a,cannibal,1a9,2015,3,7/5/15,t,,9,1,heth,45,s,,,,,
1a,cannibal,1a9,2015,3,7/5/15,t,,9,1,wcsp,15,s,,,,,
1a,cannibal,1a9,2015,3,7/5/15,t,,9,1,yrwa,8,s,,,,2,
1a,cannibal,1a9,2015,3,7/5/15,t,,9,1,graj,41,s,,,,,
1a,cannibal,1a9,2015,3,7/5/15,t,,9,1,rcki,31,s,,,,,
1a,cannibal,1a9,2015,3,7/5/15,t,,9,1,graj,28,s,,,,,
1a,cannibal,1a9,2015,3,7/5/15,t,,9,2,yrwa,25,s,,,,,
1a,cannibal,1a9,2015,3,7/5/15,t,,9,2,pigr,41,s,,,,,
1a,cannibal,1a9,2015,3,7/5/15,t,,9,2,pigr,28,s,,,,,
1a,cannibal,1a9,2015,3,7/5/15,t,,9,2,pisi,15,cf,,,,2,
1a,cannibal,1a9,2015,3,7/5/15,t,,9,3,heth,45,s,,,,,
1a,cannibal,1a9,2015,3,7/5/15,t,,9,4,deju,23,s,,,,,
1a,cannibal,1a9,2015,3,7/5/15,t,,9,4,yrwa,41,s,,,,,
1a,cannibal,1a9,2015,3,7/5/15,t,,9,4,lisp,24,s,,,,,
1a,cannibal,1a9,2015,3,7/5/15,t,,9,5,cora,76,c,,,,2,
1a,cannibal,1a9,2015,3,7/5/15,t,,9,5,pisi,25,cf,,,,3,
1a,cannibal,1a9,2015,3,7/5/15,t,,9,6,deju,73,s,,,,,
1a,cannibal,1a9,2015,3,7/5/15,t,,9,6,rcki,31,s,,,,,
2a,slumpass,2a1,2015,1,6/24/15,t,5:54,1,1,rcki,15,s,,,,,
2a,slumpass,2a1,2015,1,6/24/15,t,,1,1,heth,58,s,,,,,
2a,slumpass,2a1,2015,1,6/24/15,t,,1,1,rcki,28,s,,,,,
2a,slumpass,2a1,2015,1,6/24/15,t,,1,2,moch,20,s,,,,,
2a,slumpass,2a1,2015,1,6/24/15,t,,1,2,pisi,19,cf,,,,,
2a,slumpass,2a1,2015,1,6/24/15,t,,1,2,yrwa,8,s,,,,,
2a,slumpass,2a1,2015,1,6/24/15,t,,1,2,yrwa,15,s,,,,,
2a,slumpass,2a1,2015,1,6/24/15,t,,1,3,heth,27,s,,,,,
2a,slumpass,2a1,2015,1,6/24/15,t,,1,3,cora,60,c,,,,,
2a,slumpass,2a1,2015,1,6/24/15,t,,1,4,deju,32,s,,,,,
2a,slumpass,2a1,2015,1,6/24/15,t,,1,4,resq,45,c,,,,,
2a,slumpass,2a1,2015,1,6/24/15,t,,1,4,unwo,65,d,,,,,
2a,slumpass,2a1,2015,1,6/24/15,t,,1,5,amro,31,s,,,,,
2a,slumpass,2a1,2015,1,6/24/15,t,,1,6,unwo,26,c,,,,,
2a,slumpass,2a2,2015,1,6/24/15,t,6:26,2,1,resq,13,c,,,,,
2a,slumpass,2a2,2015,1,6/24/15,t,,2,1,amro,15,s,,,,,
2a,slumpass,2a2,2015,1,6/24/15,t,,2,1,heth,79,s,,,,,
2a,slumpass,2a2,2015,1,6/24/15,t,,2,2,moch,52,c,,,,,
2a,slumpass,2a2,2015,1,6/24/15,t,,2,2,pisi,17,cf,,,,,
2a,slumpass,2a2,2015,1,6/24/15,t,,2,2,unwo,15,cd,,,,,
2a,slumpass,2a2,2015,1,6/24/15,t,,2,2,rcki,31,s,,,,,
2a,slumpass,2a2,2015,1,6/24/15,t,,2,3,amro,28,s,,,,,
2a,slumpass,2a2,2015,1,6/24/15,t,,2,4,nobi,,,,,,,
2a,slumpass,2a2,2015,1,6/24/15,t,,2,5,yrwa,45,s,,,,,
2a,slumpass,2a2,2015,1,6/24/15,t,,2,6,yrwa,59,s,,,,,
2a,slumpass,2a3,2015,1,6/24/15,t,6:47,3,1,rbnu,27,s,,,,,
2a,slumpass,2a3,2015,1,6/24/15,t,,3,1,heth,49,s,,,,,
2a,slumpass,2a3,2015,1,6/24/15,t,,3,1,rcki,79,s,,,,,
2a,slumpass,2a3,2015,1,6/24/15,t,,3,2,nobi,,,,,,,
2a,slumpass,2a3,2015,1,6/24/15,t,,3,3,pisi,15,cf,,,,,
2a,slumpass,2a3,2015,1,6/24/15,t,,3,3,pisi,17,cf,,,,,
2a,slumpass,2a3,2015,1,6/24/15,t,,3,4,moch,13,c,,,,,
2a,slumpass,2a3,2015,1,6/24/15,t,,3,4,graj,27,s,,,,,
2a,slumpass,2a3,2015,1,6/24/15,t,,3,5,nobi,,,,,,,
2a,slumpass,2a3,2015,1,6/24/15,t,,3,6,unwo,18,d,,,,,
2a,slumpass,2a3,2015,1,6/24/15,t,,3,6,moch,7,c,,,,,
2a,slumpass,2a4,2015,1,6/24/15,t,7:04,4,1,unwo,18,d,,,,,
2a,slumpass,2a4,2015,1,6/24/15,t,,4,1,deju,39,s,,,,,
2a,slumpass,2a4,2015,1,6/24/15,t,,4,1,heth,49,s,,,,,
2a,slumpass,2a4,2015,1,6/24/15,t,,4,1,brcr,26,s,,,,,
2a,slumpass,2a4,2015,1,6/24/15,t,,4,1,resq,19,c,,,,,
2a,slumpass,2a4,2015,1,6/24/15,t,,4,1,rcki,41,s,,,,,
2a,slumpass,2a4,2015,1,6/24/15,t,,4,2,moch,23,c,,,,,
2a,slumpass,2a4,2015,1,6/24/15,t,,4,3,moch,18,c,,,,,
2a,slumpass,2a4,2015,1,6/24/15,t,,4,3,rcki,28,c,,,,,
2a,slumpass,2a4,2015,1,6/24/15,t,,4,4,rcki,39,cs,,,,,
2a,slumpass,2a4,2015,1,6/24/15,t,,4,5,nobi,,,,,,,
2a,slumpass,2a4,2015,1,6/24/15,t,,4,6,moch,6,c,,,,,
2a,slumpass,2a5,2015,1,6/24/15,t,7:21,5,1,yrwa,2,c,,,,,
2a,slumpass,2a5,2015,1,6/24/15,t,,5,1,rcki,52,s,,,,,
2a,slumpass,2a5,2015,1,6/24/15,t,,5,1,heth,82,s,,,,,
2a,slumpass,2a5,2015,1,6/24/15,t,,5,2,moch,15,s,,,,,
2a,slumpass,2a5,2015,1,6/24/15,t,,5,2,moch,13,s,,,,,
2a,slumpass,2a5,2015,1,6/24/15,t,,5,3,yrwa,10,s,,,,,
2a,slumpass,2a5,2015,1,6/24/15,t,,5,3,rcki,21,s,,,,,
2a,slumpass,2a5,2015,1,6/24/15,t,,5,4,unwo,36,d,,,,,
2a,slumpass,2a5,2015,1,6/24/15,t,,5,5,nobi,,,,,,,
2a,slumpass,2a5,2015,1,6/24/15,t,,5,6,nobi,,,,,,,
2a,slumpass,2a6,2015,1,6/24/15,t,7:39,6,1,rcki,32,s,,,,,
2a,slumpass,2a6,2015,1,6/24/15,t,,6,1,chsp,26,s,,,,,
2a,slumpass,2a6,2015,1,6/24/15,t,,6,1,yrwa,21,s,,,,,
2a,slumpass,2a6,2015,1,6/24/15,t,,6,1,yrwa,38,s,,,,,
2a,slumpass,2a6,2015,1,6/24/15,t,,6,2,rcki,24,s,,,,,
2a,slumpass,2a6,2015,1,6/24/15,t,,6,3,toso,15,c,,,,,
2a,slumpass,2a6,2015,1,6/24/15,t,,6,3,yrwa,46,s,,,,,
2a,slumpass,2a6,2015,1,6/24/15,t,,6,4,heth,58,s,,,,,
2a,slumpass,2a6,2015,1,6/24/15,t,,6,5,chsp,9,s,,y,,,
2a,slumpass,2a6,2015,1,6/24/15,t,,6,6,rcki,13,c,,,,,
2a,slumpass,2a7,2015,1,6/24/15,t,8:00,7,1,rcki,15,s,,,,,
2a,slumpass,2a7,2015,1,6/24/15,t,,7,1,yrwa,23,s,,,,,
2a,slumpass,2a7,2015,1,6/24/15,t,,7,1,heth,38,s,,,,,
2a,slumpass,2a7,2015,1,6/24/15,t,,7,1,chsp,46,s,,,,,
2a,slumpass,2a7,2015,1,6/24/15,t,,7,1,heth,26,s,,,,,
2a,slumpass,2a7,2015,1,6/24/15,t,,7,2,unwo,35,d,,,,,
2a,slumpass,2a7,2015,1,6/24/15,t,,7,3,rcki,22,s,,,,,
2a,slumpass,2a7,2015,1,6/24/15,t,,7,4,nobi,,,,,,,
2a,slumpass,2a7,2015,1,6/24/15,t,,7,5,weta,18,s,,,,,
2a,slumpass,2a7,2015,1,6/24/15,t,,7,6,pisi,30,cf,,,,,
2a,slumpass,2a8,2015,1,6/24/15,t,8:17,8,1,heth,56,s,,,,,
2a,slumpass,2a8,2015,1,6/24/15,t,,8,1,rcki,24,s,,,,,
2a,slumpass,2a8,2015,1,6/24/15,t,,8,1,moch,18,s,,,,,
2a,slumpass,2a8,2015,1,6/24/15,t,,8,2,heth,75,s,,,,,
2a,slumpass,2a8,2015,1,6/24/15,t,,8,2,rcki,11,s,,,,,
2a,slumpass,2a8,2015,1,6/24/15,t,,8,3,yrwa,37,s,,,,,
2a,slumpass,2a8,2015,1,6/24/15,t,,8,4,rcki,7,cs,,,,,
2a,slumpass,2a8,2015,1,6/24/15,t,,8,5,deju,21,s,,,,,
2a,slumpass,2a8,2015,1,6/24/15,t,,8,6,moch,5,cf,,,,,
2a,slumpass,2a8,2015,1,6/24/15,t,,8,6,yrwa,17,s,,,,,
2a,slumpass,2a9,2015,1,6/24/15,t,8:35,9,1,heth,24,s,,,,,
2a,slumpass,2a9,2015,1,6/24/15,t,,9,1,yrwa,19,s,,,,,
2a,slumpass,2a9,2015,1,6/24/15,t,,9,1,wcsp,24,s,,,,,
2a,slumpass,2a9,2015,1,6/24/15,t,,9,1,rcki,36,c,,,,,
2a,slumpass,2a9,2015,1,6/24/15,t,,9,1,yrwa,8,s,,,,,
2a,slumpass,2a9,2015,1,6/24/15,t,,9,2,nobi,,,,,,,
2a,slumpass,2a9,2015,1,6/24/15,t,,9,3,nobi,,,,,,,
2a,slumpass,2a9,2015,1,6/24/15,t,,9,4,hafl,21,s,,y,,,
2a,slumpass,2a9,2015,1,6/24/15,t,,9,4,wcsp,24,s,,y,,,
2a,slumpass,2a9,2015,1,6/24/15,t,,9,5,pisi,18,cf,,,,,
2a,slumpass,2a9,2015,1,6/24/15,t,,9,6,nobi,,,,,,,
2a,slumpass,2a1,2015,2,6/26/15,t,6:02,1,1,heth,64,s,,,,,
2a,slumpass,2a1,2015,2,6/26/15,t,,1,1,moch,51,s,,,,,
2a,slumpass,2a1,2015,2,6/26/15,t,,1,1,rcki,43,s,,,,,
2a,slumpass,2a1,2015,2,6/26/15,t,,1,1,hawo,19,cf,,y,,,
2a,slumpass,2a1,2015,2,6/26/15,t,,1,1,hawo,19,cf,,y,,,
2a,slumpass,2a1,2015,2,6/26/15,t,,1,2,heth,42,s,,,,,
2a,slumpass,2a1,2015,2,6/26/15,t,,1,2,amro,21,s,,,,,
2a,slumpass,2a1,2015,2,6/26/15,t,,1,3,rcki,37,c,,,,,
2a,slumpass,2a1,2015,2,6/26/15,t,,1,4,nobi,,,,,,,
2a,slumpass,2a1,2015,2,6/26/15,t,,1,5,cora,76,c,,,,,
2a,slumpass,2a1,2015,2,6/26/15,t,,1,6,resq,52,c,,,,,
2a,slumpass,2a2,2015,2,6/26/15,t,6:16,2,1,amro,41,s,,,,,
2a,slumpass,2a2,2015,2,6/26/15,t,,2,1,cora,82,c,,,,,
2a,slumpass,2a2,2015,2,6/26/15,t,,2,2,heth,61,s,,,,,
2a,slumpass,2a2,2015,2,6/26/15,t,,2,3,graj,27,c,,,,,
2a,slumpass,2a2,2015,2,6/26/15,t,,2,4,nobi,,,,,,,
2a,slumpass,2a2,2015,2,6/26/15,t,,2,5,nobi,,,,,,,
2a,slumpass,2a2,2015,2,6/26/15,t,,2,6,nobi,,,,,,,
2a,slumpass,2a3,2015,2,6/26/15,t,6:32,3,1,graj,21,c,,,,,
2a,slumpass,2a3,2015,2,6/26/15,t,,3,1,resq,15,c,,,,,
2a,slumpass,2a3,2015,2,6/26/15,t,,3,2,heth,80,s,,,,,
2a,slumpass,2a3,2015,2,6/26/15,t,,3,2,rcki,37,,,,,,
2a,slumpass,2a3,2015,2,6/26/15,t,,3,2,unwo,24,c,,,,,
2a,slumpass,2a3,2015,2,6/26/15,t,,3,2,heth,43,s,,,,,
2a,slumpass,2a3,2015,2,6/26/15,t,,3,3,yrwa,35,s,,,,,
2a,slumpass,2a3,2015,2,6/26/15,t,,3,4,rbnu,46,s,,,,,
2a,slumpass,2a3,2015,2,6/26/15,t,,3,5,unwo,24,c,,,,,
2a,slumpass,2a3,2015,2,6/26/15,t,,3,5,resq,36,c,,,,,
2a,slumpass,2a3,2015,2,6/26/15,t,,3,6,nobi,,,,,,,
2a,slumpass,2a4,2015,2,6/26/15,t,6:49,4,1,heth,62,s,,,,,
2a,slumpass,2a4,2015,2,6/26/15,t,,4,1,unwo,21,d,,,,,
2a,slumpass,2a4,2015,2,6/26/15,t,,4,1,rcki,45,s,,,,,
2a,slumpass,2a4,2015,2,6/26/15,t,,4,1,attw,32,cd,,y,,,
2a,slumpass,2a4,2015,2,6/26/15,t,,4,2,nobi,,,,,,,
2a,slumpass,2a4,2015,2,6/26/15,t,,4,3,nobi,,,,,,,
2a,slumpass,2a4,2015,2,6/26/15,t,,4,4,resq,34,c,,,,,
2a,slumpass,2a4,2015,2,6/26/15,t,,4,4,unwo,48,d,,,,,
2a,slumpass,2a4,2015,2,6/26/15,t,,4,5,mobl,36,cs,,,,,
2a,slumpass,2a4,2015,2,6/26/15,t,,4,6,rcki,23,s,,,,,
2a,slumpass,2a5,2015,2,6/26/15,t,7:07,5,1,rcki,18,s,,,,,
2a,slumpass,2a5,2015,2,6/26/15,t,,5,1,heth,62,s,,,,,
2a,slumpass,2a5,2015,2,6/26/15,t,,5,2,nobi,,,,,,,
2a,slumpass,2a5,2015,2,6/26/15,t,,5,3,nobi,,,,,,,
2a,slumpass,2a5,2015,2,6/26/15,t,,5,4,unwo,24,d,,,,,
2a,slumpass,2a5,2015,2,6/26/15,t,,5,5,amro,26,s,,,,,
2a,slumpass,2a5,2015,2,6/26/15,t,,5,6,brcr,27,s,,,,,
2a,slumpass,2a6,2015,2,6/26/15,t,7:23,6,1,heth,19,s,,,,,
2a,slumpass,2a6,2015,2,6/26/15,t,,6,1,resq,28,c,,,,,
2a,slumpass,2a6,2015,2,6/26/15,t,,6,2,yrwa,36,s,,,,,
2a,slumpass,2a6,2015,2,6/26/15,t,,6,2,chsp,17,s,,,,,
2a,slumpass,2a6,2015,2,6/26/15,t,,6,2,rcki,47,s,,,,,
2a,slumpass,2a6,2015,2,6/26/15,t,,6,3,heth,62,s,,,,,
