site,site_name,plot,year,treat_cont,species,snag_dbh,stump_dbh,tree_dbh,status,crwn_ratio,core_outsideplot
2a,slumpass,2a3,2014,t,pien,,,8,gr,20,
2a,slumpass,2a3,2014,t,pien,,,11,gr,15,
2a,slumpass,2a3,2014,t,pien,,,7,gr,10,
2a,slumpass,2a3,2014,t,pien,,,12,ye,,
2a,slumpass,2a3,2014,t,pien,,,4,li,15,
2a,slumpass,2a3,2014,t,pien,,,7,gr,20,
2a,slumpass,2a3,2014,t,pien,,,18,li,55,
2a,slumpass,2a3,2014,t,pien,,,8,gr,35,
2a,slumpass,2a3,2014,t,pien,,,22,ye,,
2a,slumpass,2a3,2014,t,pien,,,5,gr,,
2a,slumpass,2a3,2014,t,pien,,,22,de,,
2a,slumpass,2a3,2014,t,pien,,,21,ye,,
2a,slumpass,2a3,2014,t,pien,,,7,gr,25,
2a,slumpass,2a3,2014,t,pien,,,16,tw,,
2a,slumpass,2a3,2014,t,pien,,,20,gr,,
2a,slumpass,2a3,2014,t,pien,,,22,ye,,
2a,slumpass,2a3,2014,t,pien,,,9,gr,,
2a,slumpass,2a3,2014,t,pien,,,6,gr,20,
2a,slumpass,2a3,2014,t,pien,,,32,ye,,
2a,slumpass,2a3,2014,t,pien,,,8,li,40,
2a,slumpass,2a3,2014,t,pien,,,12,tw,,
2a,slumpass,2a3,2014,t,pien,,,15,ye,,
2a,slumpass,2a3,2014,t,pien,,,22,ye,,
2a,slumpass,2a3,2014,t,pien,,,20,tw,,
2a,slumpass,2a3,2014,t,pien,,,8,gr,20,
2a,slumpass,2a3,2014,t,pien,,,8,gr,25,
2a,slumpass,2a3,2014,t,pien,,,19,gr,,
2a,slumpass,2a3,2014,t,pien,,,23,ye,,
2a,slumpass,2a3,2014,t,pien,,,11,gr,40,
2a,slumpass,2a3,2014,t,pien,,,9,gr,40,
2a,slumpass,2a3,2014,t,pien,,,4,li,15,
2a,slumpass,2a3,2014,t,pien,,,12,gr,,
2a,slumpass,2a3,2014,t,pien,,,43,ye,,
2a,slumpass,2a3,2014,t,pien,,,32,tw,,
2a,slumpass,2a3,2014,t,pien,,,15,gr,,
2a,slumpass,2a3,2014,t,pien,,,11,gr,65,
2a,slumpass,2a3,2014,t,pien,,,7,gr,20,
2a,slumpass,2a3,2014,t,pien,,,30,tw,,
2a,slumpass,2a3,2014,t,pien,,,4,li,42,
2a,slumpass,2a3,2014,t,pien,,,30,ye,,
2a,slumpass,2a3,2014,t,pien,,,8,li,38,
2a,slumpass,2a3,2014,t,pien,,,7,gr,20,
2a,slumpass,2a3,2014,t,pien,,,8,gr,40,
2a,slumpass,2a3,2014,t,pien,,,9,gr,50,
2a,slumpass,2a3,2014,t,pien,,,33,ye,,
2a,slumpass,2a3,2014,t,pien,,,31,ye,,
2a,slumpass,2a3,2014,t,pien,,,16,gr,,
2a,slumpass,2a3,2014,t,pien,,,8,ye,,
2a,slumpass,2a3,2014,t,pien,,,21,tw,,
2a,slumpass,2a3,2014,t,pien,,,7,sn,,
2a,slumpass,2a3,2014,t,pien,,,10,tw,,
2a,slumpass,2a3,2014,t,pien,,,15,gr,,
2a,slumpass,2a3,2014,t,pien,,,7,gr,,
2a,slumpass,2a3,2014,t,pien,,,6,gr,,
2a,slumpass,2a4,2014,t,pien,,,34,tw,,
2a,slumpass,2a4,2014,t,pien,,,8,gr,30,
2a,slumpass,2a4,2014,t,pien,,,21,ye,,
2a,slumpass,2a4,2014,t,pien,,,15,ye,,
2a,slumpass,2a4,2014,t,pien,,,19,ye,,
2a,slumpass,2a4,2014,t,pien,,,28,ye,,
2a,slumpass,2a4,2014,t,pien,,,36,tw,,
2a,slumpass,2a4,2014,t,pien,,,5,gr,35,
2a,slumpass,2a4,2014,t,pien,,,14,gr,70,
2a,slumpass,2a4,2014,t,pien,,,22,gr,60,
2a,slumpass,2a4,2014,t,pien,,,7,gr,25,
2a,slumpass,2a4,2014,t,pien,,,7,gr,70,
2a,slumpass,2a4,2014,t,pien,,,9,gr,17,
2a,slumpass,2a4,2014,t,pien,,,19,ye,,
2a,slumpass,2a4,2014,t,pien,,,28,ye,,
2a,slumpass,2a4,2014,t,pien,,,15,ye,,
2a,slumpass,2a4,2014,t,pien,,,34,ye,,
2a,slumpass,2a4,2014,t,pien,,,21,ye,,
2a,slumpass,2a4,2014,t,pien,,,7,ye,,
2a,slumpass,2a4,2014,t,pien,,,34,tw,,
2a,slumpass,2a4,2014,t,pien,,,19,tw,,
2a,slumpass,2a4,2014,t,pien,,,38,sn,,
2a,slumpass,2a4,2014,t,pien,,,4,li,15,
2a,slumpass,2a4,2014,t,pien,,,6,li,30,
2a,slumpass,2a4,2014,t,pien,,,12,gr,50,
2a,slumpass,2a4,2014,t,pien,,,6,li,30,
2a,slumpass,2a4,2014,t,pien,,,4,li,7,
2a,slumpass,2a4,2014,t,pien,,,8,gr,47,
2a,slumpass,2a4,2014,t,pien,,,17,ye,,
2a,slumpass,2a4,2014,t,pien,,,4,gr,15,
2a,slumpass,2a4,2014,t,pien,,,13,gr,50,
2a,slumpass,2a4,2014,t,pien,,,5,gr,70,
2a,slumpass,2a4,2014,t,pien,,,35,tw,,
2a,slumpass,2a4,2014,t,pien,,,34,ye,,
2a,slumpass,2a4,2014,t,pien,,,11,gr,50,
2a,slumpass,2a4,2014,t,pien,,,8,gr,45,
2a,slumpass,2a4,2014,t,pien,,,13,nd,,
2a,slumpass,2a4,2014,t,pien,,,26,tw,,
2a,slumpass,2a4,2014,t,pien,,,8,tw,,
2a,slumpass,2a4,2014,t,pien,,,6,gr,15,
2a,slumpass,2a4,2014,t,pien,,,18,gr,60,
2a,slumpass,2a4,2014,t,pien,,,6,li,40,
2a,slumpass,2a4,2014,t,pien,,,7,gr,80,
2a,slumpass,2a4,2014,t,pien,,,11,gr,40,
2a,slumpass,2a4,2014,t,pien,,,12,gr,40,
2a,slumpass,2a4,2014,t,pien,,,5,gr,90,
2a,slumpass,2a4,2014,t,pien,,,25,ye,,
2a,slumpass,2a4,2014,t,pien,,,5,gr,65,
2a,slumpass,2a4,2014,t,pien,,,34,tw,,
2a,slumpass,2a4,2014,t,pien,,,19,gr,70,
2a,slumpass,2a4,2014,t,pien,,,4,li,95,
2a,slumpass,2a4,2014,t,pien,,,30,ye,,
2a,slumpass,2a4,2014,t,pien,,,4,li,90,
2a,slumpass,2a4,2014,t,pien,,,22,gr,80,
2a,slumpass,2a4,2014,t,pien,,,7,gr,40,
2a,slumpass,2a4,2014,t,pien,,,7,gr,50,
2a,slumpass,2a4,2014,t,pien,,,5,li,55,
2a,slumpass,2a4,2014,t,pien,,,35,tw,,
2a,slumpass,2a4,2014,t,pien,,,5,gr,30,
2a,slumpass,2a4,2014,t,pien,,,20,tw,,
2a,slumpass,2a4,2014,t,pien,,,4,li,15,
2a,slumpass,2a4,2014,t,pien,,,7,gr,50,
2a,slumpass,2a4,2014,t,pien,,,7,gr,80,
2a,slumpass,2a4,2014,t,pien,,,29,ye,,
2a,slumpass,2a4,2014,t,pien,,,5,gr,45,
2a,slumpass,2a4,2014,t,pien,,,5,gr,40,
2a,slumpass,2a4,2014,t,pien,,,10,r,15,
2a,slumpass,2a4,2014,t,pien,,,12,gr,40,
2a,slumpass,2a4,2014,t,pien,,,32,ye,,
2a,slumpass,2a4,2014,t,pien,,,20,ye,,
2a,slumpass,2a4,2014,t,pien,,,30,ye,,
2a,slumpass,2a4,2014,t,pien,,,35,tw,,
2a,slumpass,2a4,2014,t,pien,,,25,tw,,
2a,slumpass,2a4,2014,t,pien,,,4,li,15,
2a,slumpass,2a4,2014,t,pien,,,6,li,40,
2a,slumpass,2a4,2014,t,pien,,,5,li,45,
2a,slumpass,2a4,2014,t,pien,,,4,gr,20,
2a,slumpass,2a5,2014,t,pien,,,9,gr,65,
2a,slumpass,2a5,2014,t,pien,,,6,li,30,
2a,slumpass,2a5,2014,t,pien,,,20,tw,,
2a,slumpass,2a5,2014,t,pien,,,8,gr,60,
2a,slumpass,2a5,2014,t,pien,,,9,gr,30,
2a,slumpass,2a5,2014,t,pien,,,7,li,25,
2a,slumpass,2a5,2014,t,pien,,,21,tw,,
2a,slumpass,2a5,2014,t,pien,,,22,ye,,
2a,slumpass,2a5,2014,t,pien,,,4,li,15,
2a,slumpass,2a5,2014,t,pien,,,8,li,20,
2a,slumpass,2a5,2014,t,pien,,,5,li,14,
2a,slumpass,2a5,2014,t,pien,,,5,li,30,
2a,slumpass,2a5,2014,t,pien,,,4,tw,,
2a,slumpass,2a5,2014,t,pien,,,14,gr,75,
2a,slumpass,2a5,2014,t,pien,,,5,li,20,
2a,slumpass,2a5,2014,t,pien,,,9,gr,40,
2a,slumpass,2a5,2014,t,pien,,,6,tw,,
2a,slumpass,2a5,2014,t,pien,,,5,li,15,
2a,slumpass,2a5,2014,t,pien,,,30,ye,,
2a,slumpass,2a5,2014,t,pien,,,14,de,,
2a,slumpass,2a5,2014,t,pien,,,30,de,,
2a,slumpass,2a5,2014,t,pien,,,18,gr,90,
2a,slumpass,2a5,2014,t,pien,,,26,tw,,
2a,slumpass,2a5,2014,t,pien,,,29,ye,,
2a,slumpass,2a5,2014,t,pien,,,26,ye,,
2a,slumpass,2a5,2014,t,pien,,,15,gr,60,
2a,slumpass,2a5,2014,t,pien,,,10,gr,50,
2a,slumpass,2a5,2014,t,pien,,,9,sn,,
2a,slumpass,2a5,2014,t,pien,,,20,tw,,
2a,slumpass,2a5,2014,t,pien,,,10,gr,20,
2a,slumpass,2a5,2014,t,pien,,,13,tw,,
2a,slumpass,2a5,2014,t,pien,,,8,gr,30,
2a,slumpass,2a5,2014,t,pien,,,5,li,15,
2a,slumpass,2a5,2014,t,pien,,,6,li,23,
2a,slumpass,2a5,2014,t,pien,,,11,li,55,
2a,slumpass,2a5,2014,t,pien,,,31,ye,,
2a,slumpass,2a5,2014,t,pien,,,7,gr,,
2a,slumpass,2a5,2014,t,pien,,,24,de,,
2a,slumpass,2a5,2014,t,pien,,,27,de,,
2a,slumpass,2a5,2014,t,pien,,,34,tw,,
2a,slumpass,2a5,2014,t,pien,,,15,ye,,
2a,slumpass,2a5,2014,t,pien,,,8,ye,,
2a,slumpass,2a5,2014,t,pien,,,13,ye,,
2a,slumpass,2a5,2014,t,pien,,,19,tw,,
2a,slumpass,2a5,2014,t,pien,,,16,gr,45,
2a,slumpass,2a5,2014,t,pien,,,36,tw,,
2a,slumpass,2a5,2014,t,pien,,,27,de,,
2a,slumpass,2a5,2014,t,pien,,,17,gr,60,
2a,slumpass,2a5,2014,t,pien,,,15,tw,,
2a,slumpass,2a5,2014,t,pien,,,12,gr,60,
2a,slumpass,2a5,2014,t,pien,,,8,li,45,
2a,slumpass,2a5,2014,t,pien,,,11,gr,45,
2a,slumpass,2a5,2014,t,pien,,,12,tw,,
2a,slumpass,2a5,2014,t,pien,,,13,gr,40,
2a,slumpass,2a6,2014,t,pien,,,10,sn,,
2a,slumpass,2a6,2014,t,pien,,,41,gr,,
2a,slumpass,2a6,2014,t,pien,,,39,gr,,
2a,slumpass,2a6,2014,t,pien,,,45,gr,,
2a,slumpass,2a6,2014,t,,,,,,,
2a,slumpass,2a6,2014,t,pien,,,41,ye,,
2a,slumpass,2a6,2014,t,pien,,,33,br,,
2a,slumpass,2a6,2014,t,pien,,,8,gr,100,
2a,slumpass,2a6,2014,t,pien,,,26,tw,,
2a,slumpass,2a6,2014,t,pien,,,33,ye,,
2a,slumpass,2a6,2014,t,pien,,,19,ye,,
2a,slumpass,2a6,2014,t,pien,,,21,ye,,
2a,slumpass,2a6,2014,t,pien,,,19,sn,,
2a,slumpass,2a6,2014,t,pien,,,24,br,,
2a,slumpass,2a6,2014,t,pien,,,25,ye,,
2a,slumpass,2a6,2014,t,pien,,,10,li,20,
2a,slumpass,2a6,2014,t,pien,,,24,tw,,
2a,slumpass,2a6,2014,t,pien,,,8,gr,90,
2a,slumpass,2a6,2014,t,pien,,,9,gr,90,
2a,slumpass,2a6,2014,t,pien,,,5,gr,60,
2a,slumpass,2a6,2014,t,pien,,,10,gr,25,
2a,slumpass,2a6,2014,t,pien,,,11,gr,30,
2a,slumpass,2a6,2014,t,pien,,,13,ye,,
2a,slumpass,2a6,2014,t,pien,,,10,gr,70,
2a,slumpass,2a6,2014,t,pien,,,29,tw,,
2a,slumpass,2a6,2014,t,pien,,,9,gr,90,
2a,slumpass,2a6,2014,t,pien,,,23,ye,,
2a,slumpass,2a6,2014,t,pien,,,35,ye,,
2a,slumpass,2a6,2014,t,pien,,,27,ye,,
2a,slumpass,2a6,2014,t,pien,,,22,tw,,
2a,slumpass,2a6,2014,t,pien,,,31,ye,,
2a,slumpass,2a6,2014,t,pien,,,14,br,,
2a,slumpass,2a6,2014,t,pien,,,17,sn,,
2a,slumpass,2a6,2014,t,pien,,,13,br,,
2a,slumpass,2a6,2014,t,pien,,,6,de,,
2a,slumpass,2a6,2014,t,pien,,,34,ye,,
2a,slumpass,2a6,2014,t,pien,,,33,ye,,
2a,slumpass,2a6,2014,t,pien,,,40,ye,,
2a,slumpass,2a6,2014,t,pien,,,31,tw,,
2a,slumpass,2a6,2014,t,pien,,,15,li,90,
2a,slumpass,2a6,2014,t,pien,,,22,sn,,
2a,slumpass,2a6,2014,t,pien,,,29,ye,,
2a,slumpass,2a6,2014,t,pien,,,32,ye,,
2a,slumpass,2a6,2014,t,pien,,,17,br,,
2a,slumpass,2a6,2014,t,pien,,,20,ye,,
2a,slumpass,2a6,2014,t,pien,,,61,ye,,
2a,slumpass,2a6,2014,t,pien,,,10,br,,
2a,slumpass,2a7,2014,t,pien,,,4,de,,
2a,slumpass,2a7,2014,t,pien,,,14,ye,,
2a,slumpass,2a7,2014,t,pien,,,8,li,70,
2a,slumpass,2a7,2014,t,pien,,,7,li,40,
2a,slumpass,2a7,2014,t,pien,,,12,gr,40,
2a,slumpass,2a7,2014,t,pien,,,67,tw,,
2a,slumpass,2a7,2014,t,pien,,,23,ye,,
2a,slumpass,2a7,2014,t,pien,,,35,ye,,
2a,slumpass,2a7,2014,t,pien,,,28,ye,,
2a,slumpass,2a7,2014,t,pien,,,11,tw,,
2a,slumpass,2a7,2014,t,pien,,,20,tw,,
2a,slumpass,2a7,2014,t,pien,,,4,gr,20,
2a,slumpass,2a7,2014,t,pien,,,17,gr,40,
2a,slumpass,2a7,2014,t,pien,,,27,ye,,
2a,slumpass,2a7,2014,t,pien,,,19,gr,50,
2a,slumpass,2a7,2014,t,pien,,,20,gr,30,
2a,slumpass,2a7,2014,t,pien,,,13,gr,,
2a,slumpass,2a7,2014,t,pien,,,13,gr,60,
2a,slumpass,2a7,2014,t,pien,,,44,br,,
2a,slumpass,2a7,2014,t,pien,,,25,ye,,
2a,slumpass,2a7,2014,t,pien,,,25,gr,70,
2a,slumpass,2a7,2014,t,pien,,,11,gr,70,
2a,slumpass,2a7,2014,t,pien,,,18,tw,,
2a,slumpass,2a7,2014,t,pien,,,21,tw,,
2a,slumpass,2a7,2014,t,pien,,,28,sn,,
2a,slumpass,2a7,2014,t,pien,,,21,ye,,
2a,slumpass,2a7,2014,t,pien,,,29,ye,,
2a,slumpass,2a7,2014,t,pien,,,26,br,,
2a,slumpass,2a7,2014,t,pien,,,18,tw,,
2a,slumpass,2a7,2014,t,pien,,,25,tw,,
2a,slumpass,2a7,2014,t,pien,,,46,ye,,
2a,slumpass,2a7,2014,t,pien,,,21,ye,,
2a,slumpass,2a7,2014,t,pien,,,11,ye,,
2a,slumpass,2a7,2014,t,pien,,,6,li,40,
2a,slumpass,2a7,2014,t,pien,,,34,ye,,
2a,slumpass,2a7,2014,t,pien,,,43,ye,,
2a,slumpass,2a7,2014,t,pien,,,21,ye,,
2a,slumpass,2a7,2014,t,pien,,,5,ye,,
2a,slumpass,2a7,2014,t,pien,,,37,ye,,
2a,slumpass,2a7,2014,t,pien,,,46,tw,,
2a,slumpass,2a7,2014,t,pien,,,23,tw,,
2a,slumpass,2a7,2014,t,pien,,,19,tw,,
2a,slumpass,2a7,2014,t,pien,,,13,ye,,
2a,slumpass,2a7,2014,t,pien,,,7,gr,70,
2a,slumpass,2a7,2014,t,pien,,,15,ye,,
2a,slumpass,2a7,2014,t,pien,,,38,ye,,
2a,slumpass,2a7,2014,t,pien,,,19,de,,
2a,slumpass,2a7,2014,t,pien,,,8,gr,80,
2a,slumpass,2a7,2014,t,pien,,,38,tw,,
2a,slumpass,2a7,2014,t,pien,,,8,nd,,
2a,slumpass,2a7,2014,t,pien,,,36,ye,,
2a,slumpass,2a7,2014,t,pien,,,21,gr,100,
2a,slumpass,2a7,2014,t,pien,,,16,gr,90,
2a,slumpass,2a7,2014,t,pien,,,25,ye,,
2a,slumpass,2a7,2014,t,pien,,,20,ye,,
2a,slumpass,2a7,2014,t,pien,,,21,tw,,
2a,slumpass,2a8,2014,t,abla,,,8,li,100,
2a,slumpass,2a8,2014,t,abla,,,4,li,100,
2a,slumpass,2a8,2014,t,pien,,,4,li,100,
2a,slumpass,2a9,2014,t,abla,,,8,li,100,
2a,slumpass,2a9,2014,t,abla,,,4,li,100,
2a,slumpass,2a9,2014,t,pien,,,4,li,100,
1a,cannibal,1a1,2015,t,pien,,,46,tw,,
1a,cannibal,1a1,2015,t,pien,,,31,tw,,
1a,cannibal,1a1,2015,t,pien,,,30,tw,,
1a,cannibal,1a1,2015,t,pien,,,34,tw,,
1a,cannibal,1a1,2015,t,abla,,,10,li,30,
1a,cannibal,1a1,2015,t,pien,,,22,gr,50,
1a,cannibal,1a1,2015,t,pien,,,52,tw,,
1a,cannibal,1a1,2015,t,pien,,,16,gr,30,
1a,cannibal,1a1,2015,t,pien,,,21,sn,,
1a,cannibal,1a1,2015,t,pien,,,15,tw,,
1a,cannibal,1a1,2015,t,pien,,,20,tw,,
1a,cannibal,1a1,2015,t,pien,,,16,gr,75,
1a,cannibal,1a1,2015,t,pien,,,6,tw,,
1a,cannibal,1a1,2015,t,pien,,,25,ye,60,
1a,cannibal,1a1,2015,t,pien,,,7,nd,,
1a,cannibal,1a1,2015,t,pien,,,50,tw,,
1a,cannibal,1a1,2015,t,abla,,,12,li,30,
1a,cannibal,1a1,2015,t,pien,,,66,sn,,
1a,cannibal,1a1,2015,t,abla,,,6,li,20,
1a,cannibal,1a1,2015,t,abla,,,4,li,10,
1a,cannibal,1a1,2015,t,pien,,,68,tw,,
1a,cannibal,1a1,2015,t,abla,,,11,li,30,
1a,cannibal,1a1,2015,t,pien,,,67,tw,,
1a,cannibal,1a1,2015,t,pien,,,34,sn,,
1a,cannibal,1a1,2015,t,pien,,,10,li,20,
1a,cannibal,1a1,2015,t,pien,,,10,li,20,
1a,cannibal,1a1,2015,t,pien,,,4,li,90,
1a,cannibal,1a1,2015,t,pien,,,32,gr,80,
1a,cannibal,1a1,2015,t,pien,,,6,li,50,
1a,cannibal,1a1,2015,t,pien,,,12,sn,,
1a,cannibal,1a1,2015,t,abla,,,5,li,100,
1a,cannibal,1a1,2015,t,pien,,,19,gr,40,
1a,cannibal,1a1,2015,t,pien,,,15,li,60,
1a,cannibal,1a1,2015,t,pien,,,65,tw,,
1a,cannibal,1a1,2015,t,pien,,,27,ye,40,
1a,cannibal,1a1,2015,t,pien,,,10,li,40,
1a,cannibal,1a1,2015,t,pien,,,33,tw,,
1a,cannibal,1a1,2015,t,pien,,,25,gr,60,
1a,cannibal,1a1,2015,t,abla,,,5,li,90,
1a,cannibal,1a1,2015,t,pien,,,41,sn,,
1a,cannibal,1a1,2015,t,pien,,,9,li,50,
1a,cannibal,1a1,2015,t,pien,,,16,gr,40,
1a,cannibal,1a1,2015,t,pien,,,26,tw,,
1a,cannibal,1a1,2015,t,pien,,,63,tw,,
1a,cannibal,1a1,2015,t,pien,,,47,tw,,
1a,cannibal,1a1,2015,t,abla,,,8,li,60,
1a,cannibal,1a1,2015,t,pien,,,27,tw,,
1a,cannibal,1a1,2015,t,pien,,,37,tw,,
1a,cannibal,1a1,2015,t,pien,,,18,ye,40,
1a,cannibal,1a1,2015,t,pien,,,28,ye,20,
1a,cannibal,1a1,2015,t,pien,,,6,tw,,
1a,cannibal,1a1,2015,t,pien,,,29,tw,,
1a,cannibal,1a1,2015,t,pien,,,15,tw,,
1a,cannibal,1a1,2015,t,pien,,,16,gr,30,
1a,cannibal,1a1,2015,t,pien,,,17,ye,20,
1a,cannibal,1a2,2015,t,pien,,,19,tw,,
1a,cannibal,1a2,2015,t,pien,,,6,li,20,
1a,cannibal,1a2,2015,t,pien,,,10,gr,,
1a,cannibal,1a2,2015,t,pien,,,5,li,20,
1a,cannibal,1a2,2015,t,pien,,,15,ye,,
1a,cannibal,1a2,2015,t,pien,,,33,tw,,
1a,cannibal,1a2,2015,t,pien,,,28,tw,,
1a,cannibal,1a2,2015,t,pien,,,29,tw,,
1a,cannibal,1a2,2015,t,pien,,,19,nd,,
1a,cannibal,1a2,2015,t,pien,,,19,tw,,
1a,cannibal,1a2,2015,t,pien,,,17,tw,,
1a,cannibal,1a2,2015,t,pien,,,34,tw,,
1a,cannibal,1a2,2015,t,pien,,,34,tw,,
1a,cannibal,1a2,2015,t,pien,,,23,tw,,
1a,cannibal,1a2,2015,t,pien,,,24,ye,,
1a,cannibal,1a2,2015,t,pien,,,10,ye,,
1a,cannibal,1a2,2015,t,pien,,,20,tw,,
1a,cannibal,1a2,2015,t,pien,,,25,tw,,
1a,cannibal,1a2,2015,t,pien,,,21,ye,,
1a,cannibal,1a2,2015,t,pien,,,26,tw,,
1a,cannibal,1a2,2015,t,pien,,,14,gr,,
1a,cannibal,1a2,2015,t,abla,,,5,li,30,
1a,cannibal,1a2,2015,t,pien,,,10,tw,,
1a,cannibal,1a2,2015,t,pien,,,11,ye,,
1a,cannibal,1a2,2015,t,pien,,,30,tw,,
1a,cannibal,1a2,2015,t,pien,,,28,ye,,
1a,cannibal,1a2,2015,t,pien,,,15,tw,,
1a,cannibal,1a2,2015,t,pien,,,21,tw,,
1a,cannibal,1a2,2015,t,pien,,,6,gr,,
1a,cannibal,1a2,2015,t,pien,,,30,tw,,
1a,cannibal,1a2,2015,t,pien,,,10,gr,,
1a,cannibal,1a2,2015,t,pien,,,45,tw,,
1a,cannibal,1a2,2015,t,pien,,,14,ye,,
1a,cannibal,1a2,2015,t,pien,,,27,tw,,
1a,cannibal,1a2,2015,t,pien,,,13,gr,,
1a,cannibal,1a2,2015,t,pien,,,50,tw,,
1a,cannibal,1a2,2015,t,pien,,,15,ye,,
1a,cannibal,1a2,2015,t,pien,,,32,tw,,
1a,cannibal,1a2,2015,t,pien,,,11,tw,,
1a,cannibal,1a2,2015,t,pien,,,13,ye,,
1a,cannibal,1a2,2015,t,pien,,,13,gr,,
1a,cannibal,1a2,2015,t,pien,,,16,gr,,
1a,cannibal,1a2,2015,t,pien,,,13,ye,,
1a,cannibal,1a2,2015,t,pien,,,22,tw,,
1a,cannibal,1a2,2015,t,pien,,,7,gr,,
1a,cannibal,1a2,2015,t,pien,,,13,gr,,
1a,cannibal,1a2,2015,t,pien,,,6,tw,,
1a,cannibal,1a2,2015,t,pien,,,7,gr,,
1a,cannibal,1a2,2015,t,pien,,,34,tw,,
1a,cannibal,1a2,2015,t,pien,,,11,tw,,
1a,cannibal,1a2,2015,t,pien,,,14,gr,,
1a,cannibal,1a2,2015,t,pien,,,16,gr,,
1a,cannibal,1a2,2015,t,pien,,,15,ye,,
1a,cannibal,1a2,2015,t,pien,,,19,sn,,
1a,cannibal,1a2,2015,t,pien,,,7,li,30,
1a,cannibal,1a2,2015,t,pien,,,23,ye,,
1a,cannibal,1a2,2015,t,pien,,,27,tw,,
1a,cannibal,1a2,2015,t,pien,,,16,tw,,
1a,cannibal,1a2,2015,t,pien,,,13,ye,,
1a,cannibal,1a2,2015,t,pien,,,9,li,70,
1a,cannibal,1a2,2015,t,pien,,,8,gr,,
1a,cannibal,1a2,2015,t,pien,,,28,tw,,
1a,cannibal,1a2,2015,t,pien,,,20,tw,,
1a,cannibal,1a2,2015,t,pien,,,29,sn,,
1a,cannibal,1a2,2015,t,pien,,,27,tw,,
1a,cannibal,1a2,2015,t,pien,,,34,ye,,
1a,cannibal,1a2,2015,t,pien,,,21,tw,,
1a,cannibal,1a2,2015,t,pien,,,21,tw,,
1a,cannibal,1a2,2015,t,pien,,,47,ye,,
1a,cannibal,1a3,2015,t,pien,,,40,tw,,
1a,cannibal,1a3,2015,t,pien,,,30,sn,,
1a,cannibal,1a3,2015,t,pien,,,4,li,40,
1a,cannibal,1a3,2015,t,pien,,,32,tw,,
1a,cannibal,1a3,2015,t,pien,,,37,tw,,
1a,cannibal,1a3,2015,t,pien,,,24,sn,,
1a,cannibal,1a3,2015,t,abla,,,4,li,40,
1a,cannibal,1a3,2015,t,pien,,,4,li,80,
1a,cannibal,1a3,2015,t,pien,,,4,li,30,
1a,cannibal,1a3,2015,t,pien,,,28,tw,,
1a,cannibal,1a3,2015,t,pien,,,15,tw,,
1a,cannibal,1a3,2015,t,pien,,,16,gr,50,
1a,cannibal,1a3,2015,t,pien,,,4,li,20,
1a,cannibal,1a3,2015,t,pien,,,34,tw,,
1a,cannibal,1a3,2015,t,pien,,,4,li,40,
1a,cannibal,1a3,2015,t,pien,,,8,br,,
1a,cannibal,1a3,2015,t,pien,,,7,li,30,
1a,cannibal,1a3,2015,t,pien,,,8,br,,
1a,cannibal,1a3,2015,t,pien,,,8,gr,40,
1a,cannibal,1a3,2015,t,pien,,,8,gr,40,
1a,cannibal,1a3,2015,t,pien,,,28,tw,,
1a,cannibal,1a3,2015,t,pien,,,27,tw,,
1a,cannibal,1a3,2015,t,pien,,,8,br,,
1a,cannibal,1a3,2015,t,pien,,,19,tw,,
1a,cannibal,1a3,2015,t,pien,,,17,ye,,
1a,cannibal,1a3,2015,t,pien,,,6,br,,
1a,cannibal,1a3,2015,t,pien,,,18,tw,,
1a,cannibal,1a3,2015,t,pien,,,5,br,,
1a,cannibal,1a3,2015,t,pien,,,20,tw,,
1a,cannibal,1a3,2015,t,pien,,,18,ye,,
1a,cannibal,1a3,2015,t,pien,,,8,tw,,
1a,cannibal,1a3,2015,t,pien,,,12,ye,,
1a,cannibal,1a3,2015,t,pien,,,27,tw,,
1a,cannibal,1a3,2015,t,pien,,,17,ye,,
1a,cannibal,1a3,2015,t,pien,,,6,li,40,
1a,cannibal,1a3,2015,t,pien,,,13,ye,,
1a,cannibal,1a3,2015,t,pien,,,24,tw,,
1a,cannibal,1a3,2015,t,pien,,,33,tw,,
1a,cannibal,1a3,2015,t,pien,,,13,tw,,
1a,cannibal,1a3,2015,t,pien,,,16,tw,,
1a,cannibal,1a3,2015,t,pien,,,10,br,,
1a,cannibal,1a3,2015,t,pien,,,19,tw,,
1a,cannibal,1a3,2015,t,pien,,,21,tw,,
1a,cannibal,1a3,2015,t,pien,,,23,tw,,
1a,cannibal,1a3,2015,t,pien,,,7,li,15,
1a,cannibal,1a3,2015,t,pien,,,16,tw,,
1a,cannibal,1a3,2015,t,pien,,,8,gr,30,
1a,cannibal,1a3,2015,t,pien,,,7,tw,,
1a,cannibal,1a3,2015,t,pien,,,12,tw,,
1a,cannibal,1a3,2015,t,pien,,,19,tw,,
1a,cannibal,1a3,2015,t,pien,,,7,br,,
1a,cannibal,1a3,2015,t,pien,,,19,tw,,
1a,cannibal,1a3,2015,t,pien,,,5,br,,
1a,cannibal,1a3,2015,t,pien,,,20,tw,,
1a,cannibal,1a3,2015,t,pien,,,11,gr,20,
1a,cannibal,1a3,2015,t,pien,,,8,li,40,
1a,cannibal,1a3,2015,t,pien,,,14,ye,,
1a,cannibal,1a3,2015,t,pien,,,19,tw,,
1a,cannibal,1a3,2015,t,pien,,,13,ye,,
1a,cannibal,1a3,2015,t,pien,,,10,gr,30,
